ano,mes,sigla_uf,id_estabelecimento_cnes,total_internacoes,permanencia_media_dias,total_leitos
2025,Abril,PR,2810123,138,4,53
2025,Abril,MA,2975386,313,4,51
2025,Abril,RS,3006522,4,0,505
2025,Abril,MG,3013588,4,14,288
2025,Abril,DF,3018520,3,20,117
2025,Abril,MT,3028925,400,6,86
2025,Abril,SC,3039250,256,3,95
2025,Abril,PB,3043142,34,7,59
2025,Abril,PR,3075516,301,7,131
2025,Abril,SC,3157245,992,11,248
2025,Abril,SP,3314766,164,2,35
2025,Abril,MA,3344614,125,12,59
2025,Abril,PE,3369293,35,1,48
2025,Abril,RS,3506959,1,0,112
2025,Abril,RS,3508528,1440,12,541
2025,Abril,TO,3668770,98,2,54
2025,Abril,SP,3753433,22,132,162
2025,Abril,BA,3791130,59,16,64
2025,Abril,PE,3812553,19,2,64
2025,Abril,SP,3880966,442,9,116
2025,Abril,BA,3906787,7,10,85
2025,Abril,RO,3970442,28,4,73
2025,Abril,BA,3972925,1251,10,344
2025,Abril,PA,4005775,1302,1,126
2025,Abril,RN,4014138,41,11,46
2025,Abril,BA,4022718,189,8,142
2025,Abril,BA,4026896,870,8,186
2025,Abril,BA,4028155,1150,10,356
2025,Abril,BA,4028759,223,5,69
2025,Abril,PE,4222466,497,6,106
2025,Abril,PE,4239423,59,0,14
2025,Abril,PR,4330919,523,4,69
2025,Abril,PR,4369831,317,1,82
2025,Abril,AL,4412710,585,6,161
2025,Abril,BA,4446321,692,10,212
2025,Abril,BA,4506472,12,1,53
2025,Abril,BA,4607767,570,3,112
2025,Abril,PA,4635612,273,13,95
2025,Abril,PA,4705335,37,1,31
2025,Abril,PR,4924614,102,2,73
2025,Abril,CE,4963938,223,14,132
2025,Abril,RO,5326389,104,3,78
2025,Abril,PE,5333504,113,0,40
2025,Abril,RJ,5412447,967,10,274
2025,Abril,AL,5616298,674,4,142
2025,Abril,GO,5685834,17,7,41
2025,Abril,SP,5718368,2128,5,341
2025,Abril,RJ,5903394,334,3,49
2025,Abril,RJ,6146376,239,8,102
2025,Abril,DF,6243495,61,22,123
2025,Abril,PA,6250564,295,9,116
2025,Abril,PR,6542638,1874,5,339
2025,Abril,AM,6627595,759,8,195
2025,Abril,BA,6671993,10,0,2
2025,Abril,PB,6679528,272,4,48
2025,Abril,MA,6922902,287,2,63
2025,Abril,BA,6923356,299,7,85
2025,Abril,RJ,6995462,1224,12,331
2025,Abril,SP,6998194,148,8,60
2025,Abril,CE,7061021,814,10,222
2025,Abril,RJ,7065515,284,9,357
2025,Abril,SC,7278977,18,3,21
2025,Abril,ES,7336578,107,2,42
2025,Abril,PR,7442157,62,6,110
2025,Abril,MA,7496788,55,2,21
2025,Abril,RR,7521251,73,9,175
2025,Abril,GO,7532024,72,11,60
2025,Abril,PE,7551584,41,12,90
2025,Abril,RO,7704364,454,10,138
2025,Abril,SP,7711980,673,13,187
2025,Abril,RO,7808488,19,8,61
2025,Abril,PB,7870930,5,12,232
2025,Abril,SP,7992890,220,3,105
2025,Abril,RN,8003629,194,5,173
2025,Abril,GO,8013543,297,6,74
2025,Abril,RN,9119701,23,16,99
2025,Abril,PI,9131922,281,5,52
2025,Abril,BA,9162585,72,0,23
2025,Abril,SC,9175849,7,0,2
2025,Abril,SC,9359397,1,0,3
2025,Abril,SP,9377255,52,12,71
2025,Abril,BA,9383298,418,9,96
2025,Abril,SP,9491112,860,11,260
2025,Abril,MT,9516255,21,1,77
2025,Abril,PE,9569723,57,5,58
2025,Abril,MA,9613374,214,8,74
2025,Abril,PE,9671013,80,7,127
2025,Abril,MG,9681752,806,8,359
2025,Abril,BA,0003794,391,5,101
2025,Abril,BA,0003875,915,8,259
2025,Abril,BA,0004278,484,11,220
2025,Abril,BA,0004731,488,6,81
2025,Abril,BA,0005932,25,0,1
2025,Abril,SP,0008494,111,7,32
2025,Abril,MS,0009725,1370,11,362
2025,Abril,ES,0011746,1123,10,234
2025,Abril,PR,0013633,3337,6,483
2025,Abril,PR,0015369,2035,6,334
2025,Abril,PR,0015415,58,18,42
2025,Abril,PR,0015636,213,0,22
2025,Abril,PR,0015644,1213,10,250
2025,Abril,PR,0018090,53,3,42
2025,Abril,PR,0019194,30,2,19
2025,Abril,AL,0026042,5,0,1
2025,Abril,SE,0026549,17,0,4
2025,Abril,MG,0026794,1448,6,290
2025,Abril,MG,0026921,1411,10,487
2025,Abril,MG,0026964,330,8,83
2025,Abril,MG,0027022,1079,10,306
2025,Abril,MG,0069167,1,0,2
2025,Abril,SP,0115509,226,3,35
2025,Abril,RJ,0219436,41,2,15
2025,Abril,PA,0220027,488,12,160
2025,Abril,PR,0854646,207,2,25
2025,Abril,AC,2000024,21,2,16
2025,Abril,AC,2000083,3,9,32
2025,Abril,AC,2000725,45,2,31
2025,Abril,AC,2000733,468,4,102
2025,Abril,AC,2000865,49,4,34
2025,Abril,AC,2000970,3,7,25
2025,Abril,AC,2000997,47,5,46
2025,Abril,AC,2001500,39,7,84
2025,Abril,AC,2001586,141,17,232
2025,Abril,AL,2003570,17,5,40
2025,Abril,AL,2010151,480,6,153
2025,Abril,AL,2010356,117,14,487
2025,Abril,AM,2011891,70,3,30
2025,Abril,AM,2012480,469,4,68
2025,Abril,AM,2013282,60,3,43
2025,Abril,AM,2014688,216,2,60
2025,Abril,AM,2016540,80,3,25
2025,Abril,AM,2016648,61,3,33
2025,Abril,AM,2017652,154,3,20
2025,Abril,AM,2017997,26,3,23
2025,Abril,AM,2018381,80,3,30
2025,Abril,AP,2019728,35,3,25
2025,Abril,SP,2027356,769,6,123
2025,Abril,SP,2028204,225,8,89
2025,Abril,SP,2053500,55,3,40
2025,Abril,SP,2058243,39,10,40
2025,Abril,SP,2058405,2,5,2
2025,Abril,SP,2071371,457,8,122
2025,Abril,SP,2072033,86,1,15
2025,Abril,SP,2075717,516,4,75
2025,Abril,SP,2077388,616,3,109
2025,Abril,SP,2077531,114,15,381
2025,Abril,SP,2077574,1506,8,419
2025,Abril,SP,2077582,251,8,81
2025,Abril,SP,2077701,585,5,167
2025,Abril,SP,2078937,2,3,13
2025,Abril,SP,2079011,76,7,51
2025,Abril,SP,2079216,98,2,31
2025,Abril,SP,2079348,142,6,44
2025,Abril,SP,2079380,39,4,11
2025,Abril,SP,2079593,408,9,120
2025,Abril,SP,2079720,738,10,243
2025,Abril,SP,2079798,2673,11,630
2025,Abril,SP,2079879,181,5,50
2025,Abril,SP,2079909,120,2,47
2025,Abril,SP,2080346,753,15,392
2025,Abril,SP,2080664,693,8,158
2025,Abril,SP,2081202,150,8,43
2025,Abril,SP,2081253,635,7,179
2025,Abril,SP,2081350,184,4,68
2025,Abril,SP,2081393,162,5,49
2025,Abril,SP,2081407,74,2,18
2025,Abril,SP,2081792,11,3,15
2025,Abril,SP,2081903,198,4,50
2025,Abril,SP,2082187,4230,8,883
2025,Abril,SP,2082497,59,3,27
2025,Abril,SP,2082640,361,4,107
2025,Abril,SP,2082659,214,3,62
2025,Abril,SP,2082721,433,7,70
2025,Abril,SP,2082780,25,4,27
2025,Abril,SP,2084414,1197,8,263
2025,Abril,SP,2086271,92,3,19
2025,Abril,SP,2087057,841,8,249
2025,Abril,SP,2089696,182,13,102
2025,Abril,SP,2089785,690,10,151
2025,Abril,SP,2090333,156,3,40
2025,Abril,SP,2091313,516,12,212
2025,Abril,SP,2092611,1003,8,264
2025,Abril,SP,2096412,712,8,143
2025,Abril,MG,2098156,57,5,39
2025,Abril,MG,2098326,232,14,120
2025,Abril,MG,2098407,109,6,45
2025,Abril,MG,2101432,47,3,18
2025,Abril,MG,2102579,145,2,21
2025,Abril,MG,2102765,149,4,49
2025,Abril,MG,2109034,139,6,50
2025,Abril,MG,2109867,854,8,148
2025,Abril,MG,2112647,5,6,16
2025,Abril,MG,2115077,104,6,50
2025,Abril,MG,2119420,294,5,108
2025,Abril,MG,2121409,68,3,37
2025,Abril,MG,2122618,66,10,41
2025,Abril,MG,2122677,195,10,98
2025,Abril,MG,2123061,211,5,55
2025,Abril,MG,2123231,43,3,31
2025,Abril,MG,2127695,61,5,50
2025,Abril,MG,2127989,1706,7,344
2025,Abril,MG,2127997,8,5,25
2025,Abril,MG,2128020,44,5,25
2025,Abril,MG,2132877,41,9,76
2025,Abril,MG,2135108,7,2,49
2025,Abril,MG,2135132,408,10,147
2025,Abril,MG,2136139,19,4,24
2025,Abril,MG,2136945,158,2,60
2025,Abril,MG,2139111,18,4,16
2025,Abril,MG,2139146,68,10,50
2025,Abril,MG,2139200,466,6,111
2025,Abril,MG,2140217,222,9,62
2025,Abril,MG,2144182,17,8,18
2025,Abril,MG,2144204,249,4,52
2025,Abril,MG,2144530,446,4,73
2025,Abril,MG,2144557,103,4,48
2025,Abril,MG,2144654,15,3,20
2025,Abril,MG,2146355,1914,10,482
2025,Abril,MG,2146495,120,3,50
2025,Abril,MG,2146517,17,9,27
2025,Abril,MG,2161575,37,5,20
2025,Abril,MG,2164795,105,3,47
2025,Abril,MG,2167573,29,5,18
2025,Abril,MG,2171988,662,8,132
2025,Abril,MG,2172860,52,3,14
2025,Abril,MG,2178591,128,4,39
2025,Abril,MG,2180766,200,14,95
2025,Abril,MG,2181029,14,17,37
2025,Abril,MG,2181770,187,26,110
2025,Abril,MG,2183811,183,5,36
2025,Abril,MG,2185563,270,5,54
2025,Abril,MG,2192896,2077,13,541
2025,Abril,MG,2195224,55,4,36
2025,Abril,MG,2195585,464,10,183
2025,Abril,MG,2197693,163,4,40
2025,Abril,MG,2200457,943,10,286
2025,Abril,MG,2200473,657,12,241
2025,Abril,MG,2206064,661,9,147
2025,Abril,MG,2206595,1283,8,303
2025,Abril,MG,2208075,313,3,43
2025,Abril,MG,2208083,164,5,41
2025,Abril,MG,2208857,1038,5,152
2025,Abril,MG,2218798,518,11,154
2025,Abril,MG,2219654,783,10,157
2025,Abril,RS,2224607,29,6,39
2025,Abril,RS,2224615,8,5,22
2025,Abril,RS,2227673,89,7,50
2025,Abril,RS,2227762,931,7,182
2025,Abril,RS,2227932,381,8,81
2025,Abril,RS,2228564,39,3,23
2025,Abril,RS,2228580,88,10,51
2025,Abril,RS,2228688,188,6,73
2025,Abril,RS,2228734,217,4,53
2025,Abril,RS,2232014,691,10,273
2025,Abril,RS,2232049,722,12,234
2025,Abril,RS,2232146,1111,9,243
2025,Abril,RS,2232162,704,9,174
2025,Abril,RS,2233312,163,12,109
2025,Abril,RS,2233320,17,7,52
2025,Abril,RS,2233428,55,10,48
2025,Abril,RS,2234386,141,4,53
2025,Abril,RS,2234467,30,4,30
2025,Abril,RS,2235315,43,14,51
2025,Abril,RS,2235323,302,6,100
2025,Abril,RS,2235366,56,2,34
2025,Abril,RS,2235404,167,7,101
2025,Abril,RS,2236354,60,7,50
2025,Abril,RS,2236362,66,14,106
2025,Abril,RS,2236370,402,8,121
2025,Abril,RS,2237822,694,5,159
2025,Abril,RS,2240335,572,5,160
2025,Abril,RS,2241021,632,9,263
2025,Abril,RS,2241102,141,5,40
2025,Abril,RS,2241218,15,6,41
2025,Abril,RS,2244098,65,6,72
2025,Abril,RS,2244136,2,7,41
2025,Abril,RS,2244152,62,15,52
2025,Abril,RS,2244179,11,6,10
2025,Abril,RS,2244187,13,5,15
2025,Abril,RS,2244314,79,6,50
2025,Abril,RS,2244330,83,13,65
2025,Abril,RS,2246805,56,10,50
2025,Abril,RS,2246872,63,10,33
2025,Abril,RS,2246988,1727,9,570
2025,Abril,RS,2247046,54,7,56
2025,Abril,RS,2248204,476,10,205
2025,Abril,RS,2248220,442,7,133
2025,Abril,RS,2248239,261,9,104
2025,Abril,RS,2248271,195,4,66
2025,Abril,RS,2248298,113,5,170
2025,Abril,RS,2249618,33,16,52
2025,Abril,RS,2250802,47,10,55
2025,Abril,RS,2250829,103,4,56
2025,Abril,RS,2252147,16,7,38
2025,Abril,RS,2254964,634,8,250
2025,Abril,RS,2259893,380,5,123
2025,Abril,RS,2259907,657,6,168
2025,Abril,RS,2261030,151,9,107
2025,Abril,RS,2261103,27,4,31
2025,Abril,RS,2261154,22,3,36
2025,Abril,RS,2265893,26,2,30
2025,Abril,RJ,2266733,595,7,101
2025,Abril,RJ,2267209,166,8,73
2025,Abril,RJ,2269945,501,5,90
2025,Abril,RJ,2269988,726,11,383
2025,Abril,RJ,2272601,79,6,42
2025,Abril,RJ,2277581,54,6,24
2025,Abril,RJ,2277743,89,3,22
2025,Abril,RJ,2278324,291,2,57
2025,Abril,RJ,2280248,471,6,120
2025,Abril,RJ,2280868,255,4,77
2025,Abril,RJ,2281384,60,8,44
2025,Abril,RJ,2283328,200,9,134
2025,Abril,RJ,2283395,259,7,73
2025,Abril,RJ,2287447,336,13,149
2025,Abril,RJ,2288230,112,10,36
2025,Abril,RJ,2288885,264,9,79
2025,Abril,RJ,2289571,90,12,65
2025,Abril,RJ,2291266,549,8,99
2025,Abril,RJ,2291320,59,15,37
2025,Abril,RJ,2292513,293,8,69
2025,Abril,RJ,2295075,118,1,46
2025,Abril,RJ,2298031,1164,7,243
2025,Abril,SC,2299569,208,2,33
2025,Abril,SC,2299836,83,5,50
2025,Abril,SC,2300516,195,4,77
2025,Abril,SC,2301830,583,6,125
2025,Abril,SC,2303167,289,4,48
2025,Abril,SC,2304155,135,6,52
2025,Abril,BA,2304295,37,4,27
2025,Abril,BA,2304325,114,3,34
2025,Abril,BA,2304538,1,32,27
2025,Abril,SC,2305097,26,2,50
2025,Abril,SC,2305623,155,7,51
2025,Abril,SC,2306344,795,7,179
2025,Abril,MA,2307006,235,8,100
2025,Abril,MA,2308762,580,8,129
2025,Abril,PA,2311763,155,2,58
2025,Abril,PA,2312131,180,3,37
2025,Abril,PA,2312166,18,3,25
2025,Abril,PA,2313049,128,2,21
2025,Abril,PA,2314436,417,3,86
2025,Abril,PA,2316048,68,6,30
2025,Abril,PA,2316161,71,2,15
2025,Abril,PA,2316471,92,10,60
2025,Abril,PB,2321572,18,2,16
2025,Abril,PI,2323397,1216,6,335
2025,Abril,PI,2323605,73,4,22
2025,Abril,PI,2323915,138,4,70
2025,Abril,PI,2324040,8,3,25
2025,Abril,PI,2324199,35,6,42
2025,Abril,CE,2327961,100,4,30
2025,Abril,CE,2328003,640,3,105
2025,Abril,CE,2328100,27,4,28
2025,Abril,CE,2328119,45,6,31
2025,Abril,CE,2328372,45,5,52
2025,Abril,CE,2328399,462,6,142
2025,Abril,PA,2328534,110,2,102
2025,Abril,PA,2329387,27,3,22
2025,Abril,PA,2331500,38,3,10
2025,Abril,PA,2331578,222,4,35
2025,Abril,PA,2331691,117,4,32
2025,Abril,PA,2332671,721,8,279
2025,Abril,GO,2335506,6,2,21
2025,Abril,PB,2336812,408,5,120
2025,Abril,GO,2338386,204,0,35
2025,Abril,GO,2343185,48,2,21
2025,Abril,PE,2344491,13,3,39
2025,Abril,PE,2345374,46,7,29
2025,Abril,PE,2348489,357,7,56
2025,Abril,PE,2349361,15,4,17
2025,Abril,PE,2352524,15,4,16
2025,Abril,GO,2361736,13,2,17
2025,Abril,GO,2361868,41,4,23
2025,Abril,PB,2363070,262,9,152
2025,Abril,PI,2364883,8,8,34
2025,Abril,PI,2365251,73,2,34
2025,Abril,PI,2365480,107,3,34
2025,Abril,RO,2369923,8,4,19
2025,Abril,TO,2370328,18,4,16
2025,Abril,MS,2371138,9,4,12
2025,Abril,MS,2371197,169,4,33
2025,Abril,MS,2371243,1,2,80
2025,Abril,MS,2371618,78,3,21
2025,Abril,CE,2372479,33,4,44
2025,Abril,CE,2372509,6,25,19
2025,Abril,CE,2372568,21,6,17
2025,Abril,MS,2374366,18,3,9
2025,Abril,RN,2375494,23,5,19
2025,Abril,MS,2375826,232,6,70
2025,Abril,MS,2375958,13,4,11
2025,Abril,MS,2376334,675,5,145
2025,Abril,MS,2376458,105,4,33
2025,Abril,MS,2376547,25,3,6
2025,Abril,MS,2376652,41,3,12
2025,Abril,MS,2376776,79,4,9
2025,Abril,MS,2376806,44,3,10
2025,Abril,MS,2376946,4,2,34
2025,Abril,SC,2377225,32,6,25
2025,Abril,SC,2377330,69,3,44
2025,Abril,SC,2377462,23,5,25
2025,Abril,SC,2377616,82,3,43
2025,Abril,SC,2377632,23,6,32
2025,Abril,SC,2377829,265,8,70
2025,Abril,SC,2378108,69,11,65
2025,Abril,SC,2378175,50,2,32
2025,Abril,SC,2378809,116,2,28
2025,Abril,SC,2378876,86,5,62
2025,Abril,GO,2382237,5,4,10
2025,Abril,GO,2382466,276,4,60
2025,Abril,GO,2382490,1,1,41
2025,Abril,GO,2383691,47,2,16
2025,Abril,GO,2383942,66,2,28
2025,Abril,PR,2384299,2001,13,456
2025,Abril,BA,2386879,104,3,94
2025,Abril,BA,2388685,294,2,44
2025,Abril,BA,2389584,100,2,32
2025,Abril,MT,2391996,45,8,28
2025,Abril,MT,2392895,47,4,21
2025,Abril,MT,2392968,28,3,34
2025,Abril,MT,2394324,75,3,17
2025,Abril,MT,2396092,70,3,15
2025,Abril,MT,2398125,177,3,30
2025,Abril,PB,2399717,180,26,107
2025,Abril,BA,2400693,992,9,336
2025,Abril,BA,2401665,44,2,31
2025,Abril,RN,2407574,305,2,59
2025,Abril,RN,2408023,18,5,29
2025,Abril,RN,2409895,22,5,25
2025,Abril,RN,2409992,7,5,10
2025,Abril,SC,2411245,105,1,25
2025,Abril,BA,2413922,56,5,41
2025,Abril,BA,2414244,209,5,70
2025,Abril,CE,2414872,111,3,40
2025,Abril,BA,2417189,439,4,97
2025,Abril,SC,2418177,225,3,50
2025,Abril,SC,2418967,101,5,33
2025,Abril,CE,2427133,41,3,27
2025,Abril,CE,2427176,64,10,58
2025,Abril,PE,2429586,7,1,17
2025,Abril,PE,2436205,39,4,50
2025,Abril,SC,2436469,1413,10,276
2025,Abril,GO,2437023,41,2,45
2025,Abril,GO,2437198,11,1,19
2025,Abril,GO,2438143,2,5,13
2025,Abril,GO,2438151,4,8,20
2025,Abril,GO,2438313,88,4,55
2025,Abril,GO,2442019,303,10,140
2025,Abril,GO,2443031,168,2,30
2025,Abril,GO,2443139,17,3,21
2025,Abril,ES,2446030,633,9,117
2025,Abril,ES,2447029,294,11,90
2025,Abril,ES,2447886,107,6,48
2025,Abril,ES,2448521,1378,6,213
2025,Abril,MA,2450178,291,5,64
2025,Abril,MA,2456958,597,6,215
2025,Abril,TO,2468271,93,3,32
2025,Abril,RN,2473380,25,9,76
2025,Abril,RN,2474301,3,9,11
2025,Abril,RN,2474905,3,5,6
2025,Abril,RN,2475227,48,9,24
2025,Abril,RR,2476827,10,3,14
2025,Abril,SE,2477947,19,3,57
2025,Abril,CE,2479419,29,5,30
2025,Abril,CE,2480654,89,3,50
2025,Abril,BA,2483548,2,1,51
2025,Abril,ES,2486199,1023,12,233
2025,Abril,SC,2491249,391,4,87
2025,Abril,BA,2493195,25,3,22
2025,Abril,BA,2493330,82,7,53
2025,Abril,RO,2495228,291,3,74
2025,Abril,RO,2496046,397,3,47
2025,Abril,CE,2499363,1250,9,311
2025,Abril,SC,2504332,1206,9,295
2025,Abril,BA,2505819,12,4,15
2025,Abril,GO,2506815,1007,7,159
2025,Abril,BA,2509040,22,4,17
2025,Abril,BA,2509954,12,3,10
2025,Abril,BA,2520524,494,3,55
2025,Abril,SC,2521695,470,3,106
2025,Abril,SC,2521873,287,8,118
2025,Abril,CE,2527693,122,4,82
2025,Abril,GO,2534517,108,3,43
2025,Abril,GO,2534584,10,11,75
2025,Abril,GO,2534940,67,2,17
2025,Abril,MS,2536587,24,4,22
2025,Abril,MS,2536838,81,2,28
2025,Abril,SC,2537850,81,2,46
2025,Abril,SC,2538148,110,1,34
2025,Abril,SC,2538229,78,2,32
2025,Abril,SC,2538342,118,7,50
2025,Abril,SE,2545829,30,11,41
2025,Abril,ES,2547090,24,3,23
2025,Abril,ES,2547317,283,5,119
2025,Abril,ES,2547821,749,8,234
2025,Abril,BA,2549182,138,2,60
2025,Abril,BA,2550032,50,5,31
2025,Abril,SC,2553163,25,4,38
2025,Abril,MS,2558262,60,4,21
2025,Abril,MS,2558300,17,3,10
2025,Abril,MS,2558351,25,3,7
2025,Abril,MS,2558459,152,3,59
2025,Abril,CE,2561425,187,3,78
2025,Abril,CE,2561492,842,10,206
2025,Abril,CE,2562391,28,6,42
2025,Abril,CE,2564211,836,10,297
2025,Abril,GO,2571072,26,3,44
2025,Abril,PR,2571811,168,2,35
2025,Abril,PR,2571978,24,2,44
2025,Abril,PR,2573466,35,4,26
2025,Abril,PR,2578506,126,0,12
2025,Abril,PR,2582449,573,6,146
2025,Abril,PR,2586061,85,2,39
2025,Abril,PR,2587777,62,3,23
2025,Abril,PR,2587823,28,4,50
2025,Abril,PR,2588242,39,3,33
2025,Abril,GO,2589192,3,15,32
2025,Abril,PR,2590182,234,5,84
2025,Abril,PB,2591863,6,7,29
2025,Abril,PB,2592363,49,5,40
2025,Abril,PB,2592460,438,4,70
2025,Abril,PR,2595125,120,2,51
2025,Abril,BA,2598183,604,3,47
2025,Abril,BA,2598221,29,5,18
2025,Abril,MS,2599996,28,2,14
2025,Abril,BA,2601079,4,5,9
2025,Abril,BA,2601702,198,2,37
2025,Abril,BA,2602563,21,4,24
2025,Abril,BA,2602571,55,1,24
2025,Abril,BA,2602881,32,3,20
2025,Abril,BA,2603284,43,5,16
2025,Abril,MT,2604434,749,6,121
2025,Abril,CE,2611686,277,5,227
2025,Abril,PB,2613298,5,5,21
2025,Abril,PA,2616491,94,3,98
2025,Abril,PA,2616513,142,5,53
2025,Abril,PA,2621592,235,3,73
2025,Abril,PA,2621614,497,9,211
2025,Abril,SC,2626667,97,4,49
2025,Abril,ES,2629992,12,4,39
2025,Abril,PE,2631180,72,2,14
2025,Abril,PE,2639106,24,5,22
2025,Abril,PE,2639327,15,2,4
2025,Abril,DF,2645157,1243,6,246
2025,Abril,CE,2651351,381,5,91
2025,Abril,RN,2653923,1307,8,385
2025,Abril,MT,2655411,261,13,108
2025,Abril,CE,2664372,10,5,21
2025,Abril,SC,2664879,165,18,106
2025,Abril,SC,2664992,41,3,30
2025,Abril,SC,2666138,23,3,24
2025,Abril,TO,2667754,8,1,15
2025,Abril,BA,2674513,2,12,39
2025,Abril,ES,2675714,169,8,58
2025,Abril,PA,2676001,2,19,11
2025,Abril,PA,2676923,20,4,56
2025,Abril,PA,2677563,469,6,92
2025,Abril,PA,2677571,11,14,41
2025,Abril,PA,2678756,345,4,136
2025,Abril,PR,2680807,104,3,33
2025,Abril,PR,2680971,26,3,32
2025,Abril,PR,2687011,384,2,44
2025,Abril,PR,2687089,18,5,17
2025,Abril,PR,2687119,18,3,18
2025,Abril,SP,2688689,2293,15,1164
2025,Abril,SC,2689863,36,3,33
2025,Abril,SC,2691469,453,1,35
2025,Abril,SC,2691477,96,2,29
2025,Abril,SC,2691558,376,2,60
2025,Abril,SC,2691841,1379,8,243
2025,Abril,SC,2691876,67,22,105
2025,Abril,PA,2694530,113,4,40
2025,Abril,PA,2694778,112,15,75
2025,Abril,RJ,2696932,308,11,91
2025,Abril,SP,2698439,2,0,1
2025,Abril,SP,2698471,130,18,70
2025,Abril,MA,2702703,168,5,51
2025,Abril,PE,2702827,6,8,17
2025,Abril,PE,2702835,2,10,21
2025,Abril,PE,2703394,17,4,26
2025,Abril,BA,2706563,522,3,67
2025,Abril,RS,2707608,29,3,49
2025,Abril,RS,2707942,3,3,31
2025,Abril,RS,2707993,39,4,51
2025,Abril,RS,2708000,101,5,52
2025,Abril,RJ,2708353,218,20,137
2025,Abril,MS,2710455,23,4,23
2025,Abril,MS,2710463,81,3,11
2025,Abril,PE,2711885,326,5,89
2025,Abril,PE,2711907,12,3,7
2025,Abril,PE,2711931,23,7,24
2025,Abril,PE,2711958,401,3,51
2025,Abril,PE,2715295,1,7,35
2025,Abril,PE,2715392,1,3,15
2025,Abril,SP,2716593,198,3,21
2025,Abril,MG,2726726,745,6,135
2025,Abril,PI,2727056,175,7,41
2025,Abril,PR,2729466,15,3,19
2025,Abril,PR,2729520,3,2,5
2025,Abril,PR,2729547,16,2,17
2025,Abril,PR,2729563,25,4,16
2025,Abril,PR,2733188,35,3,23
2025,Abril,PR,2733196,22,4,24
2025,Abril,PR,2733285,114,2,36
2025,Abril,PR,2733315,97,3,32
2025,Abril,PR,2733463,21,2,18
2025,Abril,PR,2735970,284,5,72
2025,Abril,PR,2737434,1363,2,137
2025,Abril,PR,2741989,991,6,207
2025,Abril,PR,2742098,496,2,100
2025,Abril,RO,2744392,10,4,36
2025,Abril,SP,2745402,66,3,47
2025,Abril,SP,2747693,27,4,13
2025,Abril,SP,2749149,64,3,36
2025,Abril,SP,2751674,98,3,42
2025,Abril,SP,2751933,293,0,8
2025,Abril,PR,2753332,415,2,40
2025,Abril,PR,2753804,48,5,33
2025,Abril,PR,2753812,15,4,11
2025,Abril,PR,2753820,12,3,14
2025,Abril,PR,2753863,4,6,10
2025,Abril,PR,2753901,19,6,15
2025,Abril,PR,2753952,7,3,10
2025,Abril,PR,2753960,35,3,28
2025,Abril,PR,2753995,75,4,20
2025,Abril,PR,2754738,1064,7,212
2025,Abril,SP,2754843,1083,10,214
2025,Abril,MG,2760436,358,6,56
2025,Abril,MG,2760827,66,4,50
2025,Abril,MG,2760843,364,8,100
2025,Abril,MG,2760932,25,6,30
2025,Abril,MG,2761009,155,2,40
2025,Abril,MG,2761106,315,5,69
2025,Abril,MG,2761173,9,12,45
2025,Abril,MG,2761181,45,3,45
2025,Abril,MG,2761262,58,4,37
2025,Abril,MG,2761467,87,8,45
2025,Abril,MG,2764776,577,10,173
2025,Abril,MG,2765098,56,3,53
2025,Abril,PA,2772329,137,3,21
2025,Abril,MG,2775964,3,5,24
2025,Abril,MG,2775972,154,6,80
2025,Abril,MG,2775980,45,11,37
2025,Abril,MG,2776030,16,7,40
2025,Abril,PR,2781719,39,4,31
2025,Abril,PR,2781751,42,3,34
2025,Abril,PR,2781786,17,6,20
2025,Abril,TO,2786095,103,3,46
2025,Abril,SP,2790556,814,12,175
2025,Abril,SP,2790610,327,6,74
2025,Abril,SP,2791668,31,3,26
2025,Abril,SP,2791706,26,7,38
2025,Abril,SP,2791730,12,3,18
2025,Abril,MT,2795655,611,7,135
2025,Abril,MG,2796430,71,4,37
2025,Abril,MG,2797364,2,1,37
2025,Abril,SP,2798239,14,5,11
2025,Abril,RO,2798484,908,5,222
2025,Abril,BA,2799847,393,2,80
2025,Abril,BA,2801566,49,5,17
2025,Abril,CE,2806339,26,10,48
2025,Abril,RO,2807076,124,4,43
2025,Abril,RO,2808544,2,3,50
2025,Abril,RO,2808668,99,3,39
2025,Abril,BA,2816881,83,6,42
2025,Abril,PR,3005011,657,5,127
2025,Abril,BA,3016986,17,5,19
2025,Abril,RS,3017060,63,17,80
2025,Abril,SP,3021378,360,9,105
2025,Abril,SP,3028399,476,8,109
2025,Abril,PR,3134423,52,4,51
2025,Abril,BA,3137449,93,2,43
2025,Abril,PR,3139301,17,4,20
2025,Abril,MS,3249336,53,3,26
2025,Abril,PI,3285391,478,14,199
2025,Abril,BA,3312216,13,3,9
2025,Abril,PR,3403408,5,0,8
2025,Abril,PR,3452263,27,4,34
2025,Abril,PR,3477304,17,0,5
2025,Abril,RN,3708926,16,17,123
2025,Abril,RJ,3784916,266,11,128
2025,Abril,RS,3819590,136,7,79
2025,Abril,SP,3828107,115,5,12
2025,Abril,SE,3841375,102,6,23
2025,Abril,SP,3949621,67,4,34
2025,Abril,RO,4003357,14,6,13
2025,Abril,PA,4005732,144,3,34
2025,Abril,RN,4013034,7,8,13
2025,Abril,BA,4021185,14,4,10
2025,Abril,BA,4024222,80,4,63
2025,Abril,BA,4026640,102,1,48
2025,Abril,BA,4032497,75,4,35
2025,Abril,ES,4044916,1178,8,244
